time,open,high,low,close,volume
2025-04-17 11:00:00,84348.1,84710.3,84285.1,84582.9,34.02333893
2025-04-17 12:00:00,84582.9,84842.5,84582.9,84771.0,48.94647787
2025-04-17 13:00:00,84771.1,84771.1,84335.0,84447.0,96.46290392
2025-04-17 14:00:00,84447.1,84447.1,83777.2,84077.8,125.48444648
2025-04-17 15:00:00,84077.7,84649.3,84077.7,84515.9,40.08284126
2025-04-17 16:00:00,84515.9,85050.0,84401.1,84948.9,52.93292011
2025-04-17 17:00:00,84948.9,85196.2,84801.1,85127.7,65.76552884
2025-04-17 18:00:00,85127.7,85444.0,84926.1,84926.2,61.0889517
2025-04-17 19:00:00,84926.2,85112.9,84551.2,84923.8,63.68450081
2025-04-17 20:00:00,84906.1,85142.0,84900.0,85137.4,34.72472931
2025-04-17 21:00:00,85137.4,85137.4,84907.7,85063.4,17.03357063
2025-04-17 22:00:00,85063.4,85091.4,84743.5,84743.6,8.07085911
2025-04-17 23:00:00,84743.6,85017.8,84743.5,84910.1,12.55142998
2025-04-18 00:00:00,84910.1,84999.0,84730.9,84771.0,34.48472235
2025-04-18 01:00:00,84771.0,85087.9,84770.9,84948.8,21.41369067
2025-04-18 02:00:00,84948.8,84951.1,84830.3,84906.1,11.98901755
2025-04-18 03:00:00,84906.1,84906.1,84740.4,84831.2,15.49357268
2025-04-18 04:00:00,84831.3,84838.0,84646.8,84675.7,51.27818096
2025-04-18 05:00:00,84675.7,84742.9,84555.0,84742.2,20.38514629
2025-04-18 06:00:00,84742.3,84769.9,84591.2,84717.1,18.92634265
2025-04-18 07:00:00,84717.1,84726.0,84456.5,84600.0,27.5592531
2025-04-18 08:00:00,84600.0,84743.3,84599.9,84612.0,3.7503767
2025-04-18 09:00:00,84612.1,84633.6,84531.6,84560.1,22.36240415
2025-04-18 10:00:00,84560.1,84624.7,84500.0,84550.0,3.60837847
2025-04-18 11:00:00,84550.1,84615.9,84499.9,84615.9,13.03001715
2025-04-18 12:00:00,84615.9,84730.7,84572.3,84641.3,13.7459336
2025-04-18 13:00:00,84641.3,84641.3,84500.0,84564.0,14.45809656
2025-04-18 14:00:00,84564.1,84609.0,84431.8,84537.1,45.23486468
2025-04-18 15:00:00,84537.1,84537.1,84343.5,84364.4,28.67508574
2025-04-18 16:00:00,84368.9,84542.8,84295.4,84464.1,22.29555143
2025-04-18 17:00:00,84464.1,84575.2,84411.0,84559.5,28.44791165
2025-04-18 18:00:00,84559.5,84630.7,84550.0,84601.7,9.80255153
2025-04-18 19:00:00,84601.7,84601.7,84533.0,84533.2,7.04663712
2025-04-18 20:00:00,84533.2,84619.0,84470.2,84506.5,6.40036553
2025-04-18 21:00:00,84506.6,84623.9,84504.7,84620.4,10.10953945
2025-04-18 22:00:00,84620.5,84623.7,84450.1,84521.8,8.10904119
2025-04-18 23:00:00,84521.8,84521.8,84347.7,84472.5,12.04804026
2025-04-19 00:00:00,84472.5,84472.5,84384.6,84446.7,7.6974179
2025-04-19 01:00:00,84446.7,84585.4,84446.6,84541.9,3.95679359
2025-04-19 02:00:00,84541.9,84755.0,84518.8,84755.0,53.86592066
2025-04-19 03:00:00,84755.0,84948.6,84754.9,84897.5,15.69080088
2025-04-19 04:00:00,84897.5,85250.0,84897.4,85031.9,22.39356106
2025-04-19 05:00:00,85031.9,85175.9,84997.7,85068.2,4.92626394
2025-04-19 06:00:00,85068.3,85068.3,84919.6,84920.7,4.22498073
2025-04-19 07:00:00,84920.8,85237.8,84920.7,85221.1,16.35871726
2025-04-19 08:00:00,85221.1,85353.1,85114.2,85324.5,25.87639448
2025-04-19 09:00:00,85324.6,85429.5,85225.5,85334.9,20.66864434
2025-04-19 10:00:00,85335.1,85335.1,85153.6,85248.1,23.09378182
2025-04-19 11:00:00,85248.1,85250.0,85144.8,85187.0,5.19756945
2025-04-19 12:00:00,85187.0,85284.1,85186.9,85284.0,2.93800504
2025-04-19 13:00:00,85284.1,85450.0,85239.0,85450.0,12.74130094
2025-04-19 14:00:00,85450.0,85470.0,85355.0,85373.9,31.21122595
2025-04-19 15:00:00,85373.9,85611.7,85131.1,85180.7,41.66764149
2025-04-19 16:00:00,85180.7,85311.2,84731.2,84826.0,32.8552729
2025-04-19 17:00:00,84826.0,85198.9,84825.9,85198.9,21.30193848
2025-04-19 18:00:00,85198.9,85250.7,85126.0,85130.1,10.7997271
2025-04-19 19:00:00,85128.1,85188.9,85027.7,85083.3,12.15003195
2025-04-19 20:00:00,85083.4,85257.1,85021.2,85214.5,9.48952525
2025-04-19 21:00:00,85214.5,85363.0,85177.1,85332.3,8.80687769
2025-04-19 22:00:00,85332.4,85332.4,85241.1,85246.6,9.62052109
2025-04-19 23:00:00,85246.6,85247.0,85097.6,85121.3,8.00221846
2025-04-20 00:00:00,85121.3,85175.9,85075.9,85158.0,3.78972444
2025-04-20 01:00:00,85158.0,85278.8,85157.9,85278.8,3.28432614
2025-04-20 02:00:00,85278.9,85309.2,85247.7,85255.1,2.97916781
2025-04-20 03:00:00,85255.1,85255.1,85140.0,85157.1,2.92237379
2025-04-20 04:00:00,85158.0,85227.1,85126.6,85226.0,2.24988357
2025-04-20 05:00:00,85226.1,85226.1,85100.0,85111.0,2.83793267
2025-04-20 06:00:00,85111.0,85138.3,84851.2,84951.1,40.5666887
2025-04-20 07:00:00,84951.1,84951.1,84710.2,84788.1,16.77374457
2025-04-20 08:00:00,84788.1,84788.1,84640.5,84641.7,17.16815223
2025-04-20 09:00:00,84641.8,84641.8,84500.0,84536.6,40.01476891
2025-04-20 10:00:00,84536.6,84536.6,84008.5,84168.9,30.15879915
2025-04-20 11:00:00,84176.9,84218.9,84007.4,84128.9,30.28362371
2025-04-20 12:00:00,84128.9,84486.8,84109.1,84379.5,14.17844593
2025-04-20 13:00:00,84379.6,84443.5,84204.6,84374.6,9.19758353
2025-04-20 14:00:00,84374.6,84641.0,84313.7,84641.0,12.01583244
2025-04-20 15:00:00,84641.0,84641.0,84333.0,84366.0,6.33351282
2025-04-20 16:00:00,84366.0,84608.9,84333.0,84608.9,12.40862508
2025-04-20 17:00:00,84609.0,84618.9,84500.0,84584.0,5.51985448
2025-04-20 18:00:00,84584.0,84610.1,84500.0,84583.4,10.57420821
2025-04-20 19:00:00,84583.4,84649.3,84547.1,84649.3,3.87126594
2025-04-20 20:00:00,84649.3,85144.0,84640.5,85067.9,103.80359568
2025-04-20 21:00:00,85068.0,85144.0,84981.1,84999.0,52.14569721
2025-04-20 22:00:00,84999.1,84999.1,84704.1,84833.6,21.25737877
2025-04-20 23:00:00,84833.6,85231.0,84833.6,85150.1,73.39149713
2025-04-21 00:00:00,85150.0,86980.0,85150.0,86549.1,261.64505212
2025-04-21 01:00:00,86549.1,87384.0,86549.1,87255.0,83.6799529
2025-04-21 02:00:00,87255.1,87562.2,87133.8,87353.9,71.46646854
2025-04-21 03:00:00,87353.9,87560.0,87160.1,87176.4,34.42129261
2025-04-21 04:00:00,87176.4,87359.7,87099.4,87353.6,15.14930293
2025-04-21 05:00:00,87353.7,87677.0,87353.7,87540.4,31.63558789
2025-04-21 06:00:00,87539.1,87641.9,87369.3,87515.0,34.76864442
2025-04-21 07:00:00,87514.9,87564.7,87386.8,87435.4,28.56704318
2025-04-21 08:00:00,87435.5,87678.3,87435.4,87597.4,73.30697955
2025-04-21 09:00:00,87591.4,87750.0,87353.6,87493.3,38.08239132
2025-04-21 10:00:00,87493.4,87510.0,87260.4,87344.0,53.70604013
2025-04-21 11:00:00,87344.0,87344.0,86704.2,86974.3,81.87109958
2025-04-21 12:00:00,86974.3,87478.6,86974.3,87039.1,57.4670859
2025-04-21 13:00:00,87039.1,87512.5,86804.3,87078.0,115.58460422
2025-04-21 14:00:00,87078.1,88490.0,87000.0,88251.9,336.79361869
2025-04-21 15:00:00,88251.9,88318.6,87915.2,88077.0,79.7211264
2025-04-21 16:00:00,88077.0,88265.0,87100.0,87146.9,89.91273823
2025-04-21 17:00:00,87147.0,87300.0,86400.0,86857.7,233.91312714
2025-04-21 18:00:00,86857.7,86994.1,86660.7,86864.1,25.69536039
2025-04-21 19:00:00,86864.1,87447.2,86735.8,87447.2,71.24813193
2025-04-21 20:00:00,87447.2,87447.2,87162.3,87302.6,29.84592579
2025-04-21 21:00:00,87309.0,87374.0,86945.8,87297.8,13.42638676
2025-04-21 22:00:00,87297.8,87297.8,86981.2,87164.9,17.64510676
2025-04-21 23:00:00,87165.0,87578.0,87075.0,87500.6,21.7218328
2025-04-22 00:00:00,87500.7,87677.5,87100.0,87657.3,33.88932581
2025-04-22 01:00:00,87657.3,88800.6,87533.6,88446.0,142.68816596
2025-04-22 02:00:00,88434.1,88637.7,87925.5,88139.3,45.84060296
2025-04-22 03:00:00,88141.1,88240.9,87847.2,88154.7,17.10519788
2025-04-22 04:00:00,88154.7,88359.4,88049.5,88055.6,21.17680053
2025-04-22 05:00:00,88055.7,88384.7,87961.1,88384.7,13.90331404
2025-04-22 06:00:00,88384.7,88400.0,88002.9,88237.0,16.24400925
2025-04-22 07:00:00,88237.0,88450.0,88179.4,88449.8,38.53596208
2025-04-22 08:00:00,88449.9,88648.6,88351.9,88394.0,48.12038416
2025-04-22 09:00:00,88394.1,88576.2,88336.2,88510.0,26.25274067
2025-04-22 10:00:00,88510.0,88575.0,88282.0,88530.2,25.87308567
2025-04-22 11:00:00,88530.3,88666.0,88524.0,88652.1,35.31894406
2025-04-22 12:00:00,88652.1,89207.9,88524.0,89001.3,173.24144432
2025-04-22 13:00:00,89000.0,90471.0,89000.0,90217.7,364.73357902
2025-04-22 14:00:00,90217.8,90957.5,90121.1,90869.0,226.44780402
2025-04-22 15:00:00,90869.0,91478.9,90444.0,90980.9,354.65757187
2025-04-22 16:00:00,90981.0,91074.4,90721.1,90737.2,76.68979402
2025-04-22 17:00:00,90737.2,91499.0,90737.1,91499.0,160.20602202
2025-04-22 18:00:00,91499.0,91669.6,91211.0,91568.5,134.23625055
2025-04-22 19:00:00,91569.9,91735.7,91060.9,91557.3,139.22588333
2025-04-22 20:00:00,91544.1,91553.1,91150.0,91200.0,131.13912345
2025-04-22 21:00:00,91200.0,93888.0,91105.0,93011.0,289.48685365
2025-04-22 22:00:00,93011.0,93278.6,92590.6,92840.0,248.36285006
2025-04-22 23:00:00,92839.1,93840.3,92839.1,93472.0,208.67255067
2025-04-23 00:00:00,93472.0,93880.0,92866.9,92875.3,106.16657613
2025-04-23 01:00:00,92875.3,93462.9,92665.0,92665.0,45.06921004
2025-04-23 02:00:00,92665.1,93209.0,92659.5,92899.9,33.06416372
2025-04-23 03:00:00,92900.0,93187.8,92710.8,93187.8,55.25683563
2025-04-23 04:00:00,93190.4,93645.4,93061.1,93645.4,52.99290821
2025-04-23 05:00:00,93645.4,93645.4,93361.1,93500.0,30.67929502
2025-04-23 06:00:00,93500.0,93851.2,93452.5,93679.4,39.52339252
2025-04-23 07:00:00,93677.1,94199.9,93507.5,94136.3,82.00525455
2025-04-23 08:00:00,94136.4,94444.4,93966.8,94307.0,156.83795782
2025-04-23 09:00:00,94307.0,94361.4,93948.3,93948.4,73.73257317
2025-04-23 10:00:00,93948.4,93948.4,93420.2,93738.9,84.32402352
2025-04-23 11:00:00,93738.9,93776.4,93430.0,93484.6,42.04306604
2025-04-23 12:00:00,93484.6,93858.9,93484.5,93770.1,38.22947162
2025-04-23 13:00:00,93770.1,94635.1,92903.2,93024.5,176.21604275
2025-04-23 14:00:00,93024.5,93656.9,92750.0,92981.2,86.93344068
2025-04-23 15:00:00,92981.2,93252.1,91949.5,93215.1,302.4302315
2025-04-23 16:00:00,93215.1,93718.1,92945.0,93668.1,171.98831047
2025-04-23 17:00:00,93668.0,93930.1,93490.3,93914.6,63.78909372
2025-04-23 18:00:00,93914.6,94229.3,93675.8,93677.0,153.68173499
2025-04-23 19:00:00,93668.0,93668.0,92958.6,93587.0,93.54445896
2025-04-23 20:00:00,93578.1,93889.4,93508.2,93740.1,29.40146873
2025-04-23 21:00:00,93740.1,93903.7,93380.1,93515.2,19.26686745
2025-04-23 22:00:00,93515.2,93770.0,93264.5,93769.9,56.49622009
2025-04-23 23:00:00,93770.0,93828.7,93588.1,93677.0,15.93062335
2025-04-24 00:00:00,93677.0,93758.2,93317.1,93443.0,10.25437788
2025-04-24 01:00:00,93435.6,93614.2,93140.3,93598.1,12.07635775
2025-04-24 02:00:00,93598.2,93636.3,93110.9,93130.0,17.4351261
2025-04-24 03:00:00,93130.1,93305.9,92713.3,92720.1,21.62919887
2025-04-24 04:00:00,92713.0,92801.2,92423.4,92770.7,50.65347069
2025-04-24 05:00:00,92770.8,92900.1,92600.0,92633.1,13.29729714
2025-04-24 06:00:00,92633.1,92665.3,92300.0,92434.1,31.44568172
2025-04-24 07:00:00,92434.1,92588.1,92134.8,92219.1,16.82761371
2025-04-24 08:00:00,92219.7,92364.5,91711.0,92046.7,122.51017787
2025-04-24 09:00:00,92039.2,92542.8,92020.0,92460.7,43.96784782
2025-04-24 10:00:00,92462.1,92624.2,92390.0,92564.3,23.46879991
2025-04-24 11:00:00,92565.8,92631.7,92307.8,92631.7,14.30082693
2025-04-24 12:00:00,92631.7,92795.7,92489.0,92776.8,40.07943102
2025-04-24 13:00:00,92780.0,92997.3,92595.1,92843.3,59.27875977
2025-04-24 14:00:00,92843.3,93404.7,92681.0,93104.8,78.31431968
2025-04-24 15:00:00,93104.8,93447.2,93059.6,93266.7,39.78463866
2025-04-24 16:00:00,93266.7,93620.4,93266.6,93395.0,66.8523368
2025-04-24 17:00:00,93395.0,93400.0,92731.3,93029.0,102.13958713
2025-04-24 18:00:00,93029.0,93477.1,93028.9,93419.6,24.77370671
2025-04-24 19:00:00,93419.6,93688.0,93257.2,93617.4,44.14696141
2025-04-24 20:00:00,93617.5,93636.1,93344.2,93500.0,166.31876028
2025-04-24 21:00:00,93500.0,93593.4,93122.1,93377.5,27.06052474
2025-04-24 22:00:00,93377.5,93616.9,93377.4,93450.0,9.04075174
2025-04-24 23:00:00,93450.0,94000.0,93423.1,93999.9,43.59078632
2025-04-25 00:00:00,94000.0,94000.0,93602.8,93922.7,23.46339378
2025-04-25 01:00:00,93922.7,94450.9,93704.9,93707.7,142.7978279
2025-04-25 02:00:00,93707.8,93860.2,92914.0,93000.0,66.03556928
2025-04-25 03:00:00,93000.0,93379.9,92900.0,93321.2,13.0521654
2025-04-25 04:00:00,93321.2,93519.7,93099.0,93099.1,30.37794367
2025-04-25 05:00:00,93099.1,93443.0,93099.0,93244.8,13.80562237
2025-04-25 06:00:00,93244.8,93637.5,93230.9,93573.7,60.99458289
2025-04-25 07:00:00,93573.7,93841.3,93523.8,93812.0,239.97913422
2025-04-25 08:00:00,93812.1,93873.7,93647.1,93703.8,12.57695069
2025-04-25 09:00:00,93703.9,93854.4,93585.9,93836.8,11.26784594
2025-04-25 10:00:00,93836.9,93923.5,93611.3,93656.4,91.47569586
2025-04-25 11:00:00,93656.4,94666.0,93656.4,94595.0,185.29799857
2025-04-25 12:00:00,94604.0,94994.0,94384.6,94475.1,151.41762346
2025-04-25 13:00:00,94475.1,94729.9,94050.0,94492.1,166.33813694
2025-04-25 14:00:00,94492.1,95837.7,94492.1,95455.0,508.88166493
2025-04-25 15:00:00,95455.1,95700.0,94938.6,95162.5,145.96037968
2025-04-25 16:00:00,95162.5,95406.8,94804.3,95302.1,45.68124981
2025-04-25 17:00:00,95302.0,95609.5,94398.8,94573.6,154.23956668
2025-04-25 18:00:00,94573.6,95283.8,94573.6,95011.7,47.7284973
